time (us),x(mdps),y(mdps),z(mdps)
1765493951130666,323.75,-988.75,-490,
1765493951134104,245,-1163.75,-323.75,
1765493951137357,525,-1128.75,-376.25,
1765493951140644,245,-743.75,-542.5,
1765493951144021,210,-831.25,-761.25,
1765493951147179,280,-971.25,-463.75,
1765493951150591,498.75,-1076.25,-516.25,
1765493951154095,131.25,-840,-367.5,
1765493951157482,306.25,-1015,-560,
1765493951160757,533.75,-901.25,-262.5,
1765493951164011,218.75,-516.25,-288.75,
1765493951167279,367.5,-1076.25,-148.75,
1765493951171873,210,-1155,-35,
1765493951173859,393.75,-962.5,-43.75,
1765493951177381,332.5,-1452.5,-78.75,
1765493951180591,472.5,-1085,52.5,
1765493951184023,8.75,-1155,-122.5,
1765493951187513,420,-883.75,-437.5,
1765493951190609,726.25,-988.75,-227.5,
1765493951194063,236.25,-1015,-192.5,
1765493951197398,358.75,-1050,-105,
1765493951200850,245,-927.5,-498.75,
1765493951203831,358.75,-1076.25,-341.25,
1765493951207263,647.5,-770,-245,
1765493951210655,516.25,-761.25,-533.75,
1765493951214107,542.5,-910,-280,
1765493951218339,393.75,-848.75,-376.25,
1765493951220732,358.75,-997.5,-17.5,
1765493951224049,271.25,-770,-183.75,
1765493951227454,87.5,-857.5,-96.25,
1765493951230786,341.25,-813.75,-26.25,
1765493951233980,341.25,-787.5,61.25,
1765493951237289,463.75,-787.5,-61.25,
1765493951240536,490,-1111.25,166.25,
1765493951244090,498.75,-892.5,61.25,
1765493951247376,743.75,-1023.75,-236.25,
1765493951250745,516.25,-988.75,-236.25,
1765493951253916,1015,-726.25,-341.25,
1765493951257174,411.25,-796.25,-227.5,
1765493951260690,463.75,-866.25,-323.75,
1765493951264674,385,-726.25,-306.25,
1765493951267268,367.5,-936.25,-498.75,
1765493951270683,455,-708.75,-297.5,
1765493951273928,271.25,-945,-175,
1765493951277339,673.75,-1050,-183.75,
1765493951280644,367.5,-498.75,-358.75,
1765493951284090,350,-1093.75,-332.5,
1765493951287381,463.75,-1198.75,-17.5,
1765493951290612,743.75,-901.25,0,
1765493951294051,437.5,-1146.25,-201.25,
1765493951297553,306.25,-813.75,-87.5,
1765493951300756,516.25,-761.25,-78.75,
1765493951304048,385,-962.5,-280,
1765493951307330,472.5,-1058.75,96.25,
1765493951310758,621.25,-1006.25,-122.5,
1765493951314027,428.75,-918.75,70,
1765493951317237,507.5,-901.25,-192.5,
1765493951320809,350,-752.5,-315,
1765493951324049,253.75,-962.5,-140,
1765493951327592,87.5,-1172.5,-253.75,
1765493951330731,402.5,-1076.25,-472.5,
1765493951334023,113.75,-848.75,-306.25,
1765493951337411,376.25,-892.5,-630,
1765493951340616,428.75,-1041.25,-306.25,
1765493951344090,166.25,-752.5,-332.5,
1765493951347424,350,-813.75,-446.25,
1765493951350635,183.75,-883.75,-315,
1765493951354084,516.25,-735,148.75,
1765493951357380,315,-1181.25,-148.75,
1765493951360756,533.75,-875,17.5,
1765493951364090,350,-778.75,-61.25,
1765493951367371,402.5,-656.25,-105,
1765493951370680,280,-787.5,-131.25,
1765493951374280,472.5,-866.25,-280,
1765493951377388,481.25,-945,-551.25,
1765493951380629,210,-971.25,-297.5,
1765493951383921,43.75,-936.25,-420,
1765493951387522,332.5,-997.5,-446.25,
1765493951390709,332.5,-717.5,-262.5,
1765493951394049,131.25,-682.5,-621.25,
1765493951397454,603.75,-892.5,-262.5,
1765493951400802,560,-857.5,-393.75,
1765493951403989,385,-1093.75,-603.75,
1765493951407425,332.5,-805,-420,
1765493951412281,472.5,-717.5,-192.5,
1765493951414760,157.5,-638.75,-227.5,
1765493951417730,428.75,-743.75,-166.25,
1765493951420702,560,-883.75,-385,
1765493951424185,280,-1041.25,-385,
1765493951427759,26.25,-1128.75,-8.75,
1765493951430800,586.25,-1181.25,-61.25,
1765493951434016,175,-883.75,87.5,
1765493951437430,-52.5,-577.5,-78.75,
1765493951440761,630,-481.25,-131.25,
1765493951444050,603.75,-840,-481.25,
1765493951447372,297.5,-866.25,-96.25,
1765493951450761,402.5,-936.25,-183.75,
1765493951454003,568.75,-743.75,-621.25,
1765493951457247,665,-997.5,-271.25,
1765493951460553,568.75,-691.25,-358.75,
1765493951464049,612.5,-700,-393.75,
1765493951467338,498.75,-1146.25,-262.5,
1765493951470613,323.75,-901.25,-297.5,
1765493951474021,533.75,-1233.75,-560,
1765493951477280,665,-962.5,-175,
1765493951480717,332.5,-1023.75,-210,
1765493951484100,315,-857.5,-17.5,
1765493951487238,43.75,-743.75,-315,
1765493951490692,367.5,-953.75,-245,
1765493951493925,525,-988.75,-280,
1765493951497429,218.75,-1146.25,-376.25,
1765493951500611,280,-901.25,-393.75,
1765493951503943,323.75,-743.75,-297.5,
1765493951507238,411.25,-910,-218.75,
1765493951510800,323.75,-980,-113.75,
1765493951514101,280,-770,-87.5,
1765493951517425,463.75,-883.75,-105,
1765493951520731,507.5,-813.75,-183.75,
1765493951524090,446.25,-752.5,87.5,
1765493951527425,288.75,-866.25,-271.25,
1765493951530759,262.5,-1006.25,-87.5,
1765493951534024,420,-875,-131.25,
1765493951537424,332.5,-717.5,-157.5,
1765493951540731,542.5,-542.5,-227.5,
1765493951544180,288.75,-971.25,-280,
1765493951547425,87.5,-1128.75,-8.75,
1765493951550759,402.5,-831.25,-148.75,
1765493951553969,341.25,-945,-122.5,
1765493951557425,420,-1146.25,-113.75,
1765493951561426,463.75,-1041.25,-96.25,
1765493951564057,446.25,-962.5,-218.75,
1765493951567384,463.75,-603.75,-288.75,
1765493951570759,148.75,-603.75,-411.25,
1765493951574056,183.75,-813.75,-280,
1765493951578050,-96.25,-962.5,-315,
1765493951580719,297.5,-1076.25,-236.25,
1765493951584050,148.75,-1207.5,-402.5,
1765493951587425,595,-813.75,-358.75,
1765493951590759,437.5,-910,-393.75,
1765493951603051,183.75,-857.5,-481.25,
1765493951610485,481.25,-813.75,-297.5,
1765493951618843,376.25,-848.75,-61.25,
1765493951620552,236.25,-761.25,-376.25,
1765493951624144,271.25,-848.75,-236.25,
1765493951626975,385,-568.75,-472.5,
1765493951630154,420,-752.5,-630,
1765493951633456,192.5,-638.75,-577.5,
1765493951636885,560,-857.5,-428.75,
1765493951640176,551.25,-901.25,-630,
1765493951643860,507.5,-656.25,-253.75,
1765493951646760,166.25,-1023.75,-131.25,
1765493951650176,367.5,-708.75,-481.25,
1765493951653530,385,-787.5,-437.5,
1765493951656766,455,-735,-175,
1765493951660762,271.25,-1050,-26.25,
1765493951663372,525,-761.25,-262.5,
1765493951666576,315,-752.5,-717.5,
1765493951670120,446.25,-1198.75,-490,
1765493951673248,148.75,-822.5,-376.25,
1765493951676584,183.75,-822.5,-122.5,
1765493951679921,446.25,-953.75,-78.75,
1765493951683270,271.25,-717.5,-428.75,
1765493951686614,446.25,-761.25,-306.25,
1765493951689960,533.75,-586.25,-218.75,
1765493951693239,288.75,-848.75,-227.5,
1765493951696511,542.5,-866.25,-87.5,
1765493951699841,420,-1207.5,-105,
1765493951703239,26.25,-840,-43.75,
1765493951706556,901.25,-778.75,-306.25,
1765493951710154,96.25,-656.25,-280,
1765493951713456,822.5,-752.5,-533.75,
1765493951717051,-35,-831.25,-332.5,
1765493951720176,638.75,-1050,-236.25,
1765493951723430,288.75,-918.75,-577.5,
1765493951727313,411.25,-822.5,-376.25,
1765493951730135,437.5,-857.5,-201.25,
1765493951734216,551.25,-831.25,-437.5,
1765493951736801,297.5,-682.5,-507.5,
1765493951740188,796.25,-875,-647.5,
1765493951743718,315,-700,-341.25,
1765493951746808,227.5,-1006.25,-393.75,
1765493951750122,332.5,-717.5,-446.25,
1765493951753430,367.5,-840,-437.5,
1765493951756845,612.5,-901.25,-271.25,
1765493951760593,306.25,-813.75,-411.25,
1765493951763551,708.75,-988.75,-201.25,
1765493951766738,358.75,-551.25,-595,
1765493951770083,358.75,-630,-630,
1765493951773364,122.5,-892.5,-227.5,
1765493951777374,323.75,-1006.25,-262.5,
1765493951780135,271.25,-892.5,-113.75,
1765493951783493,472.5,-770,-560,
1765493951786746,367.5,-603.75,-673.75,
1765493951790040,393.75,-796.25,-332.5,
1765493951793677,708.75,-1085,-367.5,
1765493951796835,227.5,-945,-393.75,
1765493951800059,472.5,-805,-761.25,
1765493951803490,437.5,-682.5,-761.25,
1765493951806711,665,-735,-463.75,
1765493951811915,306.25,-857.5,-542.5,
1765493951813482,157.5,-927.5,-673.75,
1765493951816694,726.25,-796.25,-525,
1765493951820085,630,-673.75,-533.75,
1765493951823490,927.5,-1172.5,-490,
1765493951826861,595,-848.75,-122.5,
1765493951830176,140,-1015,-105,
1765493951833432,411.25,-945,-236.25,
1765493951836973,157.5,-883.75,-148.75,
1765493951840090,253.75,-936.25,-358.75,
1765493951843369,393.75,-778.75,-35,
1765493951846904,367.5,-813.75,-332.5,
1765493951850382,210,-1067.5,-542.5,
1765493951853366,595,-980,-341.25,
1765493951856619,691.25,-1207.5,-761.25,
1765493951860135,673.75,-735,-393.75,
1765493951863551,638.75,-910,-428.75,
1765493951866846,376.25,-1242.5,-691.25,
1765493951870218,227.5,-927.5,-428.75,
1765493951873556,262.5,-883.75,-393.75,
1765493951876887,358.75,-1137.5,-420,
1765493951879863,166.25,-735,-463.75,
1765493951883275,428.75,-927.5,-472.5,
1765493951886744,332.5,-953.75,-428.75,
1765493951889987,507.5,-1120,-385,
1765493951893427,271.25,-901.25,-455,
1765493951896711,175,-866.25,-306.25,
1765493951899957,253.75,-638.75,-175,
1765493951904585,603.75,-831.25,-437.5,
1765493951913408,78.75,-971.25,-341.25,
1765493951916975,306.25,-743.75,-455,
1765493951919935,647.5,-726.25,-262.5,
1765493951922917,455,-770,-708.75,
1765493951926222,507.5,-901.25,-516.25,
1765493951929625,647.5,-1067.5,-227.5,
1765493951932803,411.25,-910,-525,
1765493951936556,516.25,-1006.25,-393.75,
1765493951939846,148.75,-708.75,-516.25,
1765493951942907,630,-1006.25,-280,
1765493951946255,227.5,-831.25,-428.75,
1765493951949524,218.75,-988.75,-78.75,
1765493951952933,402.5,-892.5,-288.75,
1765493951956046,463.75,-1330,-227.5,
1765493951959503,192.5,-962.5,-367.5,
1765493951962905,245,-1198.75,-166.25,
1765493951966283,420,-927.5,-210,
1765493951969516,376.25,-1015,-358.75,
1765493951972712,131.25,-918.75,-437.5,
1765493951976124,61.25,-568.75,-358.75,
1765493951979594,297.5,-743.75,-262.5,
1765493951982740,245,-910,-472.5,
1765493951986141,26.25,-918.75,-236.25,
1765493951989464,61.25,-953.75,-463.75,
1765493951992761,122.5,-953.75,-367.5,
1765493951996289,437.5,-761.25,-393.75,
1765493951999459,323.75,-1128.75,-542.5,
1765493952002739,463.75,-936.25,-210,
1765493952006094,586.25,-638.75,-525,
1765493952009498,420,-1111.25,-455,
1765493952013711,437.5,-857.5,-175,
1765493952028790,210,-822.5,-446.25,
1765493952045137,271.25,-971.25,-297.5,
1765493952053428,525,-822.5,-507.5,
1765493952060375,778.75,-665,-376.25,
1765493952074961,525,-840,-376.25,
1765493952077943,306.25,-1050,-323.75,
1765493952080510,166.25,-901.25,-411.25,
1765493952083353,656.25,-962.5,-551.25,
1765493952086761,603.75,-551.25,-183.75,
1765493952090089,288.75,-735,-463.75,
1765493952093147,157.5,-1172.5,-376.25,
1765493952096074,183.75,-822.5,-603.75,
1765493952099339,245,-752.5,-551.25,
1765493952102723,507.5,-778.75,-507.5,
1765493952106241,183.75,-813.75,-630,
1765493952110017,673.75,-936.25,-568.75,
1765493952112985,463.75,-945,-393.75,
1765493952116262,297.5,-1128.75,-507.5,
1765493952119693,376.25,-595,-446.25,
1765493952122969,490,-752.5,-455,
1765493952126314,166.25,-875,-542.5,
1765493952129572,551.25,-1067.5,-367.5,
1765493952132969,437.5,-743.75,-227.5,
1765493952136283,367.5,-822.5,-700,
1765493952139677,656.25,-568.75,-507.5,
1765493952143053,8.75,-831.25,-43.75,
1765493952146283,385,-936.25,-560,
1765493952149594,192.5,-708.75,-306.25,
1765493952153289,472.5,-840,-577.5,
1765493952156314,385,-665,-420,
1765493952159651,350,-603.75,-288.75,
1765493952162943,350,-1076.25,-236.25,
1765493952166314,262.5,-927.5,-612.5,
1765493952169905,332.5,-813.75,-516.25,
1765493952173030,455,-1128.75,-490,
1765493952176408,315,-621.25,-70,
1765493952179598,367.5,-796.25,-297.5,
1765493952183032,385,-726.25,-262.5,
1765493952186351,463.75,-805,-253.75,
1765493952189598,393.75,-936.25,-315,
1765493952192967,481.25,-875,-131.25,
1765493952196502,341.25,-936.25,-350,
1765493952199662,630,-962.5,-52.5,
1765493952202959,385,-726.25,-262.5,
1765493952206314,105,-682.5,-280,
1765493952209641,131.25,-726.25,-288.75,
1765493952213290,420,-875,-157.5,
1765493952217241,297.5,-927.5,-490,
1765493952219620,288.75,-682.5,-420,
1765493952222868,498.75,-831.25,-551.25,
1765493952226065,420,-612.5,-323.75,
1765493952229518,385,-1085,-288.75,
1765493952233031,481.25,-761.25,-542.5,
1765493952236314,192.5,-796.25,-428.75,
1765493952239650,341.25,-630,-350,
1765493952243038,175,-1093.75,-306.25,
1765493952246906,227.5,-883.75,-288.75,
1765493952249677,96.25,-857.5,-463.75,
1765493952252969,507.5,-1137.5,-332.5,
1765493952256342,-96.25,-910,-411.25,
1765493952259652,236.25,-971.25,-463.75,
1765493952263031,481.25,-945,-525,
1765493952266120,420,-822.5,-743.75,
1765493952269372,210,-953.75,-568.75,
1765493952272773,210,-1216.25,-665,
1765493952276084,428.75,-735,-533.75,
1765493952279488,210,-918.75,-463.75,
1765493952282791,542.5,-936.25,-481.25,
1765493952286071,630,-857.5,-341.25,
1765493952289364,411.25,-813.75,-761.25,
1765493952293153,271.25,-813.75,-507.5,
1765493952296080,638.75,-673.75,-411.25,
1765493952299391,210,-910,-691.25,
1765493952302741,0,-840,-367.5,
1765493952306106,113.75,-1163.75,-507.5,
1765493952309419,280,-831.25,-647.5,
1765493952312906,262.5,-875,-822.5,
1765493952316220,288.75,-831.25,-437.5,
1765493952319595,323.75,-988.75,-516.25,
1765493952323013,113.75,-805,-463.75,
1765493952327264,332.5,-805,-490,
1765493952329684,595,-892.5,-306.25,
1765493952332990,586.25,-1015,-402.5,
1765493952336286,420,-927.5,-542.5,
1765493952339599,525,-883.75,-595,
1765493952343370,218.75,-892.5,-673.75,
1765493952346293,472.5,-805,-691.25,
1765493952349595,306.25,-875,-892.5,
1765493952352940,262.5,-848.75,-560,
1765493952356783,-43.75,-857.5,-367.5,
1765493952359804,638.75,-682.5,-157.5,
1765493952363000,122.5,-883.75,-393.75,
1765493952366376,411.25,-883.75,-428.75,
1765493952369720,402.5,-857.5,-332.5,
1765493952373389,367.5,-945,-516.25,
1765493952376378,385,-1050,-315,
1765493952379599,428.75,-822.5,-376.25,
1765493952383032,376.25,-1102.5,-420,
1765493952386376,87.5,-945,-332.5,
1765493952389906,568.75,-708.75,-280,
1765493952393033,148.75,-796.25,-297.5,
1765493952396321,463.75,-761.25,-420,
1765493952399678,498.75,-988.75,-560,
1765493952402970,131.25,-813.75,-306.25,
1765493952406970,533.75,-866.25,-297.5,
1765493952409818,332.5,-735,-490,
1765493952413058,315,-805,-682.5,
1765493952416315,-61.25,-1093.75,-481.25,
1765493952419753,-157.5,-1067.5,-682.5,
1765493952423014,245,-656.25,-166.25,
1765493952426485,568.75,-936.25,-245,
1765493952429685,350,-813.75,-61.25,
1765493952433138,393.75,-770,-306.25,
1765493952436432,428.75,-848.75,-105,
1765493952439625,358.75,-770,122.5,
1765493952443221,288.75,-813.75,-17.5,
1765493952446387,918.75,-883.75,-43.75,
1765493952449595,577.5,-901.25,-358.75,
1765493952453032,481.25,-875,-253.75,
1765493952456322,297.5,-988.75,-393.75,
1765493952459665,367.5,-866.25,-218.75,
1765493952462934,210,-813.75,-201.25,
1765493952466285,446.25,-875,-323.75,
1765493952469678,647.5,-927.5,-507.5,
1765493952472907,236.25,-945,-682.5,
1765493952476296,595,-918.75,-245,
1765493952479626,0,-953.75,-297.5,
1765493952482971,236.25,-953.75,-105,
1765493952486284,673.75,-778.75,-96.25,
1765493952489595,367.5,-682.5,-131.25,
1765493952492994,122.5,-708.75,-341.25,
1765493952496342,43.75,-603.75,-472.5,
1765493952499595,481.25,-1050,61.25,
1765493952503032,490,-953.75,-43.75,
1765493952506353,332.5,-831.25,70,
1765493952509575,455,-831.25,-192.5,
1765493952513038,647.5,-936.25,-113.75,
1765493952516343,770,-1050,-420,
1765493952519600,560,-831.25,-472.5,
1765493952522971,507.5,-901.25,-595,
1765493952526285,813.75,-735,-551.25,
1765493952529764,411.25,-1015,-367.5,
1765493952533013,516.25,-822.5,-183.75,
1765493952536284,455,-1093.75,-332.5,
1765493952539679,446.25,-743.75,-288.75,
1765493952542990,323.75,-1023.75,-577.5,
1765493952546356,201.25,-700,-481.25,
1765493952549679,315,-840,-341.25,
1765493952552971,761.25,-1015,-638.75,
1765493952556377,568.75,-831.25,-245,
1765493952559729,78.75,-822.5,-288.75,
1765493952562972,367.5,-962.5,-341.25,
1765493952566486,96.25,-857.5,-341.25,
1765493952569495,551.25,-910,-402.5,
1765493952573098,507.5,-1155,-358.75,
1765493952576115,376.25,-805,-253.75,
1765493952579763,402.5,-901.25,-446.25,
1765493952582988,630,-901.25,-323.75,
1765493952586429,306.25,-883.75,-236.25,
1765493952589804,708.75,-892.5,-376.25,
1765493952594846,647.5,-630,-533.75,
1765493952596512,271.25,-971.25,-490,
1765493952599679,262.5,-875,-787.5,
1765493952602971,140,-901.25,-927.5,
1765493952606310,551.25,-770,-980,
1765493952609686,218.75,-638.75,-463.75,
1765493952613013,262.5,-962.5,-542.5,
1765493952616429,236.25,-840,-577.5,
1765493952619804,288.75,-1128.75,-533.75,
1765493952623157,367.5,-603.75,-192.5,
1765493952626380,236.25,-857.5,-516.25,
1765493952629679,603.75,-901.25,-656.25,
1765493952633097,288.75,-831.25,-525,
1765493952636507,385,-735,-271.25,
1765493952639721,437.5,-752.5,-315,
1765493952642742,332.5,-656.25,-367.5,
1765493952646316,-96.25,-892.5,-218.75,
1765493952649805,-26.25,-997.5,-358.75,
1765493952653563,306.25,-805,-428.75,
1765493952656377,61.25,-1146.25,-140,
1765493952659646,175,-673.75,-122.5,
1765493952662908,630,-988.75,-78.75,
1765493952666286,533.75,-796.25,-411.25,
1765493952669762,253.75,-726.25,-472.5,
1765493952672929,201.25,-778.75,-323.75,
1765493952676380,385,-708.75,-306.25,
1765493952679626,446.25,-988.75,-385,
1765493952683096,323.75,-927.5,-245,
1765493952686762,848.75,-796.25,-175,
1765493952690094,393.75,-1015,-236.25,
1765493952693067,350,-761.25,-61.25,
1765493952696316,385,-761.25,-350,
1765493952700393,227.5,-1006.25,-306.25,
1765493952702989,297.5,-1076.25,43.75,
1765493952706243,726.25,-892.5,-148.75,
1765493952709475,428.75,-1041.25,280,
1765493952712748,358.75,-778.75,-157.5,
1765493952715967,420,-918.75,-26.25,
1765493952719367,271.25,-437.5,-218.75,
1765493952722901,551.25,-901.25,-113.75,
1765493952726108,481.25,-1050,-350,
1765493952729555,542.5,-1006.25,-201.25,
1765493952732971,43.75,-971.25,-603.75,
1765493952736459,78.75,-945,-341.25,
1765493952739804,262.5,-971.25,-227.5,
1765493952743158,78.75,-857.5,-201.25,
1765493952746345,647.5,-831.25,78.75,
1765493952749679,621.25,-1032.5,-262.5,
1765493952753033,253.75,-971.25,-210,
1765493952756316,463.75,-971.25,-253.75,
1765493952759584,542.5,-822.5,-481.25,
1765493952763055,166.25,-945,-262.5,
1765493952766377,350,-892.5,-218.75,
1765493952769626,280,-743.75,-393.75,
1765493952773067,455,-787.5,-201.25,
1765493952776894,262.5,-551.25,-507.5,
1765493952779698,385,-936.25,-437.5,
1765493952783140,437.5,-717.5,-271.25,
1765493952786474,262.5,-997.5,-157.5,
1765493952789598,621.25,-831.25,-105,
1765493952793089,630,-910,-35,
1765493952796379,551.25,-883.75,-323.75,
1765493952799600,586.25,-1111.25,-61.25,
1765493952802882,455,-831.25,-253.75,
1765493952806555,227.5,-551.25,-332.5,
1765493952809738,183.75,-840,-70,
1765493952813055,52.5,-752.5,-218.75,
1765493952816433,411.25,-787.5,-288.75,
1765493952819863,393.75,-1102.5,-393.75,
1765493952823389,393.75,-1023.75,-411.25,
1765493952826497,595,-962.5,-358.75,
1765493952829764,586.25,-1076.25,-577.5,
1765493952833013,630,-875,-665,
1765493952836460,183.75,-918.75,-516.25,
1765493952839767,665,-936.25,-402.5,
1765493952843029,288.75,-778.75,-673.75,
1765493952846344,245,-1015,-551.25,
1765493952849847,288.75,-1032.5,-647.5,
1765493952853150,551.25,-1067.5,-402.5,
1765493952856367,525,-1041.25,-367.5,
1765493952859729,420,-770,-463.75,
1765493952863055,568.75,-945,-341.25,
1765493952866347,315,-971.25,-166.25,
1765493952869764,341.25,-927.5,166.25,
1765493952873179,253.75,-1146.25,61.25,
1765493952876515,315,-857.5,210,
1765493952879626,525,-726.25,35,
1765493952883163,612.5,-848.75,-166.25,
1765493952886680,175,-708.75,-253.75,
