time (us),x(mdps),y(mdps),z(mdps)
1762298378028367,691.25,-507.5,805,
1762298378033084,866.25,-761.25,936.25,
1762298378038047,831.25,-682.5,1041.25,
1762298378042133,1330,-525,1435,
1762298378047384,1303.75,-341.25,1531.25,
1762298378051086,1680,-131.25,1688.75,
1762298378055157,1697.5,-113.75,1715,
1762298378058463,2021.25,-201.25,1636.25,
1762298378062977,1872.5,192.5,1802.5,
1762298378066046,2056.25,52.5,1723.75,
1762298378069507,1977.5,-192.5,1557.5,
1762298378072884,1977.5,-26.25,1557.5,
1762298378078223,1942.5,-113.75,1645,
1762298378082591,1995,-367.5,1382.5,
1762298378087273,1890,-175,1356.25,
1762298378091159,1636.25,105,971.25,
1762298378096211,1137.5,-140,665,
1762298378100693,980,210,490,
1762298378104962,656.25,183.75,175,
1762298378109027,-271.25,218.75,-43.75,
1762298378113880,-122.5,-17.5,-446.25,
1762298378117906,-437.5,-253.75,-778.75,
1762298378121661,-1085,-358.75,-980,
1762298378126398,-1540,-673.75,-1233.75,
1762298378131428,-1566.25,-1233.75,-1452.5,
1762298378135131,-1750,-1050,-1417.5,
1762298378139006,-2065,-1312.5,-1645,
1762298378142570,-1828.75,-1592.5,-1627.5,
1762298378147047,-1776.25,-1636.25,-1487.5,
1762298378151016,-1732.5,-1802.5,-1452.5,
1762298378156327,-1645,-1391.25,-1155,
1762298378161452,-1487.5,-1382.5,-936.25,
1762298378165941,-901.25,-1225,-656.25,
1762298378170531,-805,-1330,-367.5,
1762298378175780,-87.5,-927.5,43.75,
1762298378180154,-166.25,-822.5,-35,
1762298378183880,288.75,-796.25,297.5,
1762298378187582,752.5,-752.5,533.75,
1762298378191128,1260,-262.5,936.25,
1762298378194955,1330,-253.75,1408.75,
1762298378199379,1767.5,-253.75,1373.75,
1762298378202836,1916.25,-358.75,1741.25,
1762298378206509,2450,-341.25,1890,
1762298378210733,2310,-236.25,1671.25,
1762298378215643,2520,-78.75,1925,
1762298378219805,2808.75,-17.5,2047.5,
1762298378223406,3158.75,-148.75,1863.75,
1762298378228256,3123.75,8.75,1592.5,
1762298378232534,2773.75,-201.25,1540,
1762298378236150,2581.25,-113.75,1190,
1762298378239781,2537.5,-490,1531.25,
1762298378244532,2117.5,-455,962.5,
1762298378248904,1758.75,-297.5,498.75,
1762298378252530,1522.5,-551.25,586.25,
1762298378256083,1540,-682.5,367.5,
1762298378259968,936.25,-743.75,78.75,
1762298378264079,901.25,-805,-227.5,
1762298378267720,682.5,-743.75,-603.75,
1762298378271328,805,-682.5,-691.25,
1762298378275139,17.5,-997.5,-875,
1762298378280028,-533.75,-752.5,-1111.25,
1762298378283779,-560,-586.25,-1216.25,
1762298378287408,-1058.75,-463.75,-1373.75,
1762298378291003,-1163.75,-612.5,-1627.5,
1762298378295722,-1303.75,-918.75,-1505,
1762298378299404,-1933.75,-752.5,-1706.25,
1762298378302956,-1951.25,-507.5,-1680,
1762298378306504,-1811.25,-735,-1732.5,
1762298378310956,-1706.25,-743.75,-1347.5,
1762298378314454,-1933.75,-1120,-1513.75,
1762298378318178,-1951.25,-1015,-1312.5,
1762298378321957,-1793.75,-1338.75,-927.5,
1762298378325843,-1723.75,-1225,-717.5,
1762298378330135,-1443.75,-1137.5,-647.5,
1762298378334152,-901.25,-936.25,-113.75,
1762298378338093,-542.5,-1058.75,280,
1762298378343085,113.75,-656.25,595,
1762298378348051,656.25,-971.25,910,
1762298378352434,962.5,-271.25,1400,
1762298378357202,1531.25,131.25,1636.25,
1762298378361461,1741.25,332.5,1881.25,
1762298378364462,2161.25,-236.25,1898.75,
1762298378367828,2353.75,78.75,2441.25,
1762298378371896,2808.75,148.75,2537.5,
1762298378375533,2931.25,96.25,2397.5,
1762298378380578,3185,262.5,2800,
1762298378385746,3456.25,96.25,2773.75,
1762298378389924,3526.25,218.75,2668.75,
1762298378393961,3342.5,-96.25,2668.75,
1762298378398518,3552.5,-227.5,2476.25,
1762298378402527,3596.25,-210,2275,
1762298378406127,3386.25,-236.25,2012.5,
1762298378410072,3080,-70,1732.5,
1762298378414388,2406.25,-192.5,1540,
1762298378419387,2135,-752.5,1006.25,
1762298378424025,1242.5,-568.75,761.25,
1762298378428607,778.75,-770,175,
1762298378433590,43.75,-822.5,-253.75,
1762298378437527,-962.5,-1163.75,-647.5,
1762298378441360,-1163.75,-962.5,-831.25,
1762298378445063,-1776.25,-1496.25,-875,
1762298378449245,-2345,-1496.25,-822.5,
1762298378453043,-2555,-1356.25,-1286.25,
1762298378456835,-3010,-1627.5,-1338.75,
1762298378461380,-3246.25,-1610,-1286.25,
1762298378465978,-3605,-1671.25,-1347.5,
1762298378469767,-3508.75,-1382.5,-1102.5,
1762298378473454,-3526.25,-1015,-1058.75,
1762298378477544,-3421.25,-1085,-1181.25,
1762298378482476,-3307.5,-778.75,-717.5,
1762298378486075,-2870,-778.75,-875,
1762298378489584,-3036.25,-630,-428.75,
1762298378493687,-2555,-533.75,-341.25,
1762298378499107,-2222.5,-717.5,-78.75,
1762298378503740,-1522.5,-831.25,-157.5,
1762298378508595,-1146.25,-796.25,253.75,
1762298378513837,-262.5,-761.25,262.5,
1762298378517931,525,-840,700,
1762298378521750,1076.25,-787.5,778.75,
1762298378526134,1750,-883.75,1093.75,
1762298378530663,2546.25,-717.5,1181.25,
1762298378534999,2563.75,-621.25,1242.5,
1762298378538628,3255,-533.75,1277.5,
1762298378542752,3316.25,-647.5,1575,
1762298378547765,3806.25,-787.5,1426.25,
1762298378551873,3841.25,-656.25,1303.75,
1762298378555951,3937.5,-787.5,1286.25,
1762298378559636,3806.25,-857.5,1067.5,
1762298378563325,4305,-735,997.5,
1762298378567025,4042.5,-761.25,918.75,
1762298378570633,4375,-980,1128.75,
1762298378574374,3928.75,-778.75,953.75,
1762298378578275,3823.75,-796.25,656.25,
1762298378581997,3762.5,-577.5,682.5,
1762298378585524,3788.75,-848.75,393.75,
1762298378589150,3220,-612.5,577.5,
1762298378592895,2633.75,-673.75,490,
1762298378597096,3045,-428.75,498.75,
1762298378600829,2021.25,-691.25,463.75,
1762298378604651,1793.75,-927.5,131.25,
1762298378608248,1575,-612.5,131.25,
1762298378612591,962.5,-525,122.5,
1762298378617024,367.5,-472.5,-35,
1762298378620626,-227.5,-866.25,-201.25,
1762298378624372,-787.5,-918.75,-148.75,
1762298378628527,-1006.25,-726.25,-297.5,
1762298378631900,-1715,-822.5,-420,
1762298378637687,-2327.5,-822.5,-393.75,
1762298378641040,-2572.5,-376.25,-253.75,
1762298378644898,-2301.25,-498.75,-393.75,
1762298378648650,-2817.5,-551.25,-271.25,
1762298378652247,-3088.75,-507.5,-420,
1762298378655948,-3097.5,-236.25,-157.5,
1762298378659371,-2887.5,-446.25,-288.75,
1762298378664039,-2817.5,-323.75,-428.75,
1762298378668450,-2703.75,-262.5,-402.5,
1762298378672753,-2485,-507.5,-603.75,
1762298378677080,-2310,-603.75,-673.75,
1762298378681300,-1995,-752.5,-743.75,
1762298378685570,-1907.5,-936.25,-945,
1762298378690117,-1461.25,-778.75,-761.25,
1762298378694970,-673.75,-962.5,-665,
1762298378698898,-323.75,-805,-402.5,
1762298378702245,-17.5,-910,-376.25,
1762298378705535,376.25,-980,-665,
1762298378708950,901.25,-840,-315,
1762298378714574,1338.75,-673.75,-323.75,
1762298378719334,1627.5,-1041.25,-70,
1762298378723711,2047.5,-1111.25,140,
1762298378728372,2528.75,-1295,332.5,
1762298378732475,3211.25,-953.75,253.75,
1762298378736980,2791.25,-1058.75,472.5,
1762298378741465,3333.75,-1330,472.5,
1762298378746547,3526.25,-1120,665,
1762298378750545,3657.5,-796.25,927.5,
1762298378754249,3246.25,-665,927.5,
1762298378758035,3508.75,-455,901.25,
1762298378762892,3622.5,-612.5,1111.25,
1762298378767875,3272.5,-166.25,1435,
1762298378771818,3045,-96.25,1531.25,
1762298378775830,2485,-306.25,1487.5,
1762298378780132,2511.25,-323.75,1452.5,
1762298378784144,2380,-411.25,1706.25,
1762298378787649,1470,-516.25,1688.75,
1762298378791394,1890,-323.75,1478.75,
1762298378795257,1058.75,-568.75,1452.5,
1762298378799248,883.75,-805,1233.75,
1762298378802907,385,-813.75,1015,
1762298378806868,148.75,-848.75,638.75,
1762298378810574,-595,-665,805,
1762298378813870,-822.5,-691.25,376.25,
1762298378817322,-1172.5,-822.5,367.5,
1762298378820553,-1575,-927.5,140,
1762298378825386,-1478.75,-796.25,78.75,
1762298378829884,-1846.25,-857.5,-236.25,
1762298378834620,-2126.25,-770,-446.25,
1762298378838746,-2353.75,-936.25,-621.25,
1762298378842374,-2222.5,-1207.5,-805,
1762298378847386,-2555,-971.25,-840,
1762298378851978,-2205,-1163.75,-717.5,
1762298378856320,-1907.5,-1041.25,-1120,
1762298378860762,-1627.5,-1067.5,-813.75,
1762298378865011,-1268.75,-1356.25,-1225,
1762298378869122,-848.75,-1277.5,-962.5,
1762298378873257,-1076.25,-1233.75,-735,
1762298378877621,-192.5,-1198.75,-831.25,
1762298378881984,253.75,-883.75,-551.25,
1762298378886266,253.75,-901.25,-516.25,
1762298378890016,988.75,-936.25,0,
1762298378893715,1190,-1023.75,210,
1762298378897710,1373.75,-577.5,533.75,
1762298378903197,1610,-673.75,603.75,
1762298378907559,2231.25,-393.75,831.25,
1762298378911566,2765,-402.5,1111.25,
1762298378915596,2537.5,-376.25,1050,
1762298378919566,2957.5,-481.25,1531.25,
1762298378923688,2660,-560,1443.75,
1762298378929328,2625,0,1671.25,
1762298378934039,2590,-175,1636.25,
1762298378938871,2826.25,-402.5,1732.5,
1762298378943208,2546.25,-17.5,1627.5,
1762298378947337,2275,-236.25,1846.25,
1762298378951384,2248.75,-96.25,1715,
1762298378955117,2030,-78.75,1592.5,
1762298378959144,1723.75,-131.25,1400,
1762298378964366,1225,-131.25,1242.5,
1762298378968944,647.5,-210,1067.5,
1762298378973188,857.5,-218.75,980,
1762298378977987,35,-498.75,708.75,
1762298378981248,166.25,-498.75,455,
1762298378984637,-297.5,-717.5,315,
1762298378987999,-297.5,-665,-8.75,
1762298378991093,-770,-945,35,
1762298378994535,-883.75,-787.5,26.25,
1762298378998137,-1041.25,-507.5,-166.25,
1762298379001631,-1093.75,-822.5,-61.25,
1762298379005050,-1102.5,-761.25,-568.75,
1762298379007702,-1207.5,-533.75,-472.5,
1762298379011297,-1023.75,-577.5,-568.75,
1762298379014800,-1330,-638.75,-735,
1762298379018750,-1435,-673.75,-866.25,
1762298379022497,-1662.5,-735,-700,
1762298379026348,-1846.25,-708.75,-463.75,
1762298379030995,-1452.5,-665,-595,
1762298379034997,-1356.25,-551.25,-446.25,
1762298379038631,-1085,-822.5,-682.5,
1762298379041538,-971.25,-717.5,-726.25,
1762298379044761,-708.75,-393.75,-472.5,
1762298379048235,-630,-770,-577.5,
1762298379051987,-332.5,-586.25,-498.75,
1762298379056514,-236.25,-770,-402.5,
1762298379062725,236.25,-542.5,-52.5,
1762298379069058,735,-612.5,131.25,
1762298379074130,743.75,-612.5,175,
1762298379079068,980,-761.25,411.25,
1762298379083436,1505,-708.75,428.75,
1762298379087615,1723.75,-656.25,595,
1762298379091956,1898.75,-813.75,516.25,
1762298379096307,2047.5,-805,682.5,
1762298379100813,2030,-840,831.25,
1762298379105449,2056.25,-988.75,901.25,
1762298379110594,1776.25,-673.75,752.5,
1762298379114954,2100,-971.25,542.5,
1762298379119320,2213.75,-813.75,568.75,
1762298379123306,2187.5,-647.5,542.5,
1762298379127437,2170,-1041.25,656.25,
1762298379131720,1881.25,-743.75,463.75,
1762298379135950,1513.75,-805,621.25,
1762298379140050,1470,-533.75,78.75,
1762298379144056,1461.25,-796.25,-210,
1762298379148693,1321.25,-778.75,-253.75,
1762298379152819,953.75,-1242.5,-140,
1762298379156817,682.5,-918.75,-175,
1762298379161138,481.25,-1172.5,-17.5,
1762298379166142,420,-700,-70,
1762298379170237,367.5,-1006.25,-262.5,
1762298379174310,78.75,-665,-192.5,
1762298379178434,-131.25,-883.75,-122.5,
1762298379182559,-323.75,-918.75,105,
1762298379186950,-236.25,-673.75,52.5,
1762298379191057,-341.25,-481.25,-17.5,
1762298379195565,-586.25,-472.5,78.75,
1762298379199614,-463.75,-551.25,148.75,
1762298379202907,-918.75,-595,385,
1762298379206113,-717.5,-332.5,227.5,
1762298379211502,-542.5,-385,306.25,
1762298379216574,-271.25,-105,533.75,
1762298379220722,-481.25,43.75,446.25,
1762298379225201,-568.75,-227.5,980,
1762298379230079,-367.5,-262.5,630,
1762298379234724,-612.5,-70,752.5,
1762298379239573,-113.75,-35,603.75,
1762298379243744,-192.5,-227.5,831.25,
1762298379247735,-262.5,-52.5,787.5,
1762298379251235,87.5,87.5,848.75,
1762298379254915,105,-87.5,1120,
1762298379258706,61.25,-175,498.75,
1762298379262488,-105,-201.25,665,
1762298379265640,-52.5,-455,603.75,
1762298379268890,78.75,-236.25,595,
1762298379280432,70,-341.25,236.25,
1762298379283763,157.5,-490,297.5,
1762298379286853,341.25,-603.75,201.25,
1762298379290244,253.75,-717.5,105,
1762298379293567,227.5,-813.75,192.5,
1762298379296775,358.75,-997.5,8.75,
1762298379300233,603.75,-1041.25,105,
1762298379305195,822.5,-892.5,17.5,
1762298379308198,761.25,-603.75,8.75,
1762298379311946,980,-778.75,192.5,
1762298379314915,822.5,-621.25,-105,
1762298379318144,945,-603.75,140,
1762298379321391,1338.75,-1015,192.5,
1762298379324734,805,-402.5,140,
1762298379328366,1155,-411.25,411.25,
1762298379332125,1618.75,-840,262.5,
1762298379335656,1540,-735,455,
1762298379339493,1391.25,-770,437.5,
1762298379343949,1566.25,-1102.5,568.75,
1762298379348559,1610,-962.5,857.5,
1762298379353278,1566.25,-848.75,586.25,
1762298379358313,1601.25,-822.5,630,
1762298379361923,1242.5,-542.5,927.5,
1762298379366134,1531.25,-227.5,1032.5,
1762298379369234,1723.75,-183.75,875,
1762298379373138,1382.5,-70,883.75,
1762298379376113,1155,-367.5,1015,
1762298379380133,1093.75,-183.75,1058.75,
1762298379383311,918.75,-376.25,971.25,
1762298379386539,743.75,-52.5,1146.25,
1762298379390181,735,-393.75,840,
1762298379393898,997.5,-455,787.5,
1762298379397813,665,-157.5,1023.75,
1762298379402064,358.75,-691.25,752.5,
1762298379406563,463.75,-577.5,665,
1762298379411331,218.75,-498.75,621.25,
1762298379416419,140,-315,525,
1762298379421324,-96.25,-306.25,560,
1762298379425374,227.5,-805,306.25,
1762298379431877,70,-647.5,157.5,
1762298379437192,-140,-647.5,210,
1762298379441774,-227.5,-560,26.25,
1762298379446554,-446.25,-472.5,175,
1762298379451570,218.75,-446.25,-323.75,
1762298379455134,-376.25,-420,-236.25,
1762298379458732,105,-752.5,-131.25,
1762298379462506,-70,-472.5,122.5,
1762298379466698,-35,-682.5,-455,
1762298379470181,-148.75,-393.75,-105,
1762298379473778,-113.75,-691.25,-288.75,
1762298379477482,122.5,-463.75,61.25,
1762298379482112,332.5,-656.25,52.5,
1762298379485717,96.25,-297.5,-61.25,
1762298379489528,218.75,-306.25,140,
1762298379493138,586.25,-315,236.25,
1762298379497131,595,-682.5,175,
1762298379500047,455,-323.75,227.5,
1762298379503887,805,-595,201.25,
1762298379508061,507.5,-621.25,157.5,
1762298379511995,726.25,-507.5,-35,
1762298379514527,533.75,-822.5,131.25,
1762298379518390,1023.75,-822.5,87.5,
1762298379521606,945,-682.5,52.5,
1762298379524979,1023.75,-665,26.25,
1762298379528311,1032.5,-866.25,-17.5,
1762298379531603,857.5,-875,-122.5,
1762298379534972,1076.25,-446.25,-35,
1762298379538238,1041.25,-796.25,183.75,
1762298379541694,866.25,-647.5,192.5,
1762298379545187,1120,-708.75,297.5,
1762298379548317,1163.75,-656.25,122.5,
1762298379551814,1190,-726.25,385,
1762298379554815,918.75,-533.75,402.5,
1762298379558350,1093.75,-717.5,192.5,
1762298379562060,1225,-778.75,297.5,
1762298379564937,1006.25,-1093.75,586.25,
1762298379569427,927.5,-717.5,210,
1762298379573561,1347.5,-822.5,708.75,
1762298379577837,927.5,-595,428.75,
1762298379581864,962.5,-988.75,376.25,
1762298379586298,927.5,-962.5,525,
1762298379590714,848.75,-551.25,630,
1762298379595071,1522.5,-717.5,490,
1762298379599428,787.5,-350,796.25,
1762298379602996,1085,-157.5,455,
1762298379606951,1041.25,-280,665,
1762298379609995,1233.75,-428.75,700,
1762298379613605,901.25,-323.75,577.5,
1762298379616862,945,-358.75,595,
1762298379619992,971.25,-332.5,385,
1762298379623957,778.75,-122.5,341.25,
1762298379626858,1076.25,-481.25,551.25,
1762298379630948,560,-866.25,420,
1762298379635193,525,-437.5,306.25,
1762298379640067,708.75,-525,367.5,
1762298379644724,297.5,-542.5,332.5,
1762298379650936,-17.5,-385,227.5,
1762298379654553,192.5,-175,271.25,
1762298379658228,280,-297.5,306.25,
1762298379662433,122.5,-253.75,297.5,
1762298379667113,271.25,-288.75,385,
1762298379671560,227.5,-621.25,385,
1762298379675710,113.75,-463.75,43.75,
1762298379680810,-113.75,-752.5,-17.5,
1762298379685317,192.5,-507.5,411.25,
1762298379690109,332.5,-647.5,105,
1762298379694344,113.75,-455,446.25,
1762298379698778,113.75,-525,210,
1762298379702555,253.75,-402.5,437.5,
1762298379706059,140,-586.25,280,
1762298379710683,472.5,-586.25,437.5,
1762298379715480,323.75,-481.25,376.25,
1762298379720568,236.25,-525,437.5,
1762298379724443,420,-700,560,
1762298379729309,183.75,-761.25,402.5,
1762298379734003,350,-481.25,586.25,
1762298379737752,507.5,-1076.25,551.25,
1762298379741603,490,-945,848.75,
1762298379745915,525,-945,822.5,
1762298379749706,787.5,-1015,586.25,
1762298379753015,726.25,-962.5,813.75,
1762298379757832,936.25,-857.5,551.25,
1762298379762722,1137.5,-761.25,787.5,
1762298379766808,1137.5,-586.25,1041.25,
1762298379770144,1172.5,-402.5,787.5,
1762298379773212,1207.5,-595,840,
1762298379776710,1163.75,-603.75,927.5,
1762298379779773,997.5,-455,673.75,
1762298379783684,962.5,-551.25,691.25,
1762298379786466,1190,-621.25,446.25,
1762298379789868,1023.75,-603.75,481.25,
1762298379793088,883.75,-385,577.5,
1762298379796924,673.75,-735,490,
1762298379799746,350,-866.25,490,
1762298379804433,507.5,-857.5,490,
1762298379808426,630,-1032.5,726.25,
1762298379813172,700,-735,507.5,
1762298379817309,603.75,-560,446.25,
1762298379821434,577.5,-603.75,463.75,
1762298379825558,472.5,-787.5,280,
1762298379829622,218.75,-612.5,245,
1762298379834181,43.75,-822.5,245,
1762298379839048,113.75,-463.75,192.5,
1762298379843301,-122.5,-647.5,-8.75,
1762298379848313,-175,-665,-323.75,
1762298379852223,-533.75,-1347.5,-665,
1762298379855724,-726.25,-1242.5,-1146.25,
1762298379859001,-1198.75,-1837.5,-910,
1762298379862975,-1242.5,-1496.25,-813.75,
1762298379867348,-1050,-1111.25,367.5,
1762298379870691,-306.25,-332.5,682.5,
1762298379874477,183.75,157.5,717.5,
1762298379879255,358.75,-131.25,385,
1762298379883125,306.25,-332.5,-507.5,
1762298379886974,551.25,-910,-717.5,
1762298379891308,358.75,-848.75,-498.75,
1762298379896474,1023.75,-551.25,1286.25,
1762298379900452,953.75,-682.5,1933.75,
1762298379904231,1067.5,-796.25,2213.75,
1762298379907734,918.75,-831.25,1968.75,
1762298379912350,1426.25,-463.75,1303.75,
1762298379915983,1583.75,315,962.5,
1762298379919985,1496.25,743.75,525,
1762298379923985,1540,997.5,603.75,
1762298379927397,1443.75,1050,700,
1762298379930765,1347.5,796.25,428.75,
1762298379934187,1146.25,-253.75,-376.25,
1762298379937435,918.75,-1190,-918.75,
1762298379940988,735,-1846.25,-1330,
1762298379944989,437.5,-2135,-1181.25,
1762298379948486,70,-2493.75,-428.75,
1762298379952487,-262.5,-2047.5,420,
1762298379956369,201.25,-936.25,910,
1762298379960183,455,-700,936.25,
1762298379963673,630,-17.5,735,
1762298379967044,857.5,210,35,
1762298379970991,988.75,323.75,-166.25,
1762298379975956,1356.25,0,-498.75,
1762298379980688,988.75,-148.75,-131.25,
1762298379984986,1172.5,-236.25,-70,
1762298379990713,1111.25,-971.25,-113.75,
1762298379996558,910,-2038.75,-848.75,
1762298380001098,-262.5,-2056.25,-1435,
1762298380004767,-621.25,-1951.25,-1496.25,
1762298380008295,-700,-1286.25,-1146.25,
1762298380012600,-1015,-761.25,-472.5,
1762298380017095,-577.5,-962.5,140,
1762298380021427,-78.75,-997.5,253.75,
1762298380024842,113.75,-1400,883.75,
1762298380028034,227.5,-1277.5,1085,
1762298380031983,735,-805,1513.75,
1762298380035734,997.5,-17.5,1933.75,
1762298380038984,796.25,428.75,2240,
1762298380042483,1373.75,1408.75,2721.25,
1762298380046487,1356.25,1181.25,2467.5,
1762298380050239,927.5,1190,1741.25,
1762298380053889,735,665,1146.25,
1762298380057735,306.25,-227.5,148.75,
1762298380061190,-166.25,-997.5,-533.75,
1762298380064624,-778.75,-1190,-586.25,
1762298380068441,-1032.5,-1811.25,-857.5,
1762298380072257,-1190,-2345,-883.75,
1762298380075292,-1102.5,-2397.5,-1295,
1762298380079266,-1155,-2861.25,-1111.25,
1762298380083508,-901.25,-2100,-962.5,
1762298380087598,-280,-1023.75,-498.75,
1762298380091294,140,-253.75,122.5,
1762298380095165,122.5,428.75,778.75,
1762298380100009,1015,997.5,1338.75,
1762298380103745,1356.25,1225,1391.25,
1762298380107494,1487.5,96.25,1085,
1762298380111234,1566.25,-752.5,813.75,
1762298380116160,883.75,-1846.25,-43.75,
1762298380121043,525,-2275,-560,
1762298380125577,201.25,-2458.75,-831.25,
1762298380130543,35,-2143.75,-542.5,
1762298380134700,-253.75,-1338.75,-253.75,
1762298380139176,17.5,-1050,-87.5,
1762298380143705,17.5,-341.25,96.25,
1762298380148414,332.5,-8.75,595,
1762298380152793,857.5,638.75,1137.5,
1762298380157130,1601.25,822.5,1513.75,
1762298380162008,1916.25,770,1968.75,
1762298380166294,2003.75,437.5,1846.25,
1762298380170819,2196.25,-192.5,1216.25,
1762298380175174,1916.25,-140,1085,
1762298380179530,1408.75,-831.25,1093.75,
1762298380184053,630,-997.5,770,
1762298380189173,288.75,-1120,726.25,
1762298380193370,-288.75,-1741.25,280,
1762298380197794,-385,-2091.25,-96.25,
1762298380202473,-980,-2196.25,-105,
1762298380206787,-533.75,-1610,-700,
1762298380210938,-612.5,-971.25,-420,
1762298380214931,-577.5,-726.25,-218.75,
1762298380218979,-253.75,-691.25,-236.25,
1762298380223290,78.75,-682.5,-280,
1762298380227794,-96.25,-1163.75,-122.5,
1762298380231931,131.25,-1242.5,-393.75,
1762298380236416,-192.5,-1697.5,-446.25,
1762298380240796,-17.5,-1977.5,-752.5,
1762298380245706,-673.75,-2187.5,-1006.25,
1762298380249972,-498.75,-2362.5,-1286.25,
